,Car Make,Car Model,Year,Engine Size (L),Horsepower,Torque (lb-ft),0-60 MPH Time (seconds),Price (in USD),Engine Type,Engine Size Numeric,Horsepower Numeric,Torque Numeric,0-60 MPH Time Numeric,Price Numeric
967,Porsche,Panamera Turbo S E-Hybrid,2021,Hybrid,689,642,3,"190,000",Hybrid,,689.0,642.0,3.0,190000
968,McLaren,Artura,2022,3,671,531,3,"225,000",Combustion,3.0,671.0,531.0,3.0,225000
969,Lamborghini,Urus,2021,4,641,627,3.6,"222,000",Combustion,4.0,641.0,627.0,3.6,222000
970,Ford,Mustang Mach 1,2021,5,480,420,4,"52,915",Combustion,5.0,480.0,420.0,4.0,52915
971,Porsche,911,2022,3,379,331,4,"101,200",Combustion,3.0,379.0,331.0,4.0,101200
972,Lamborghini,Huracan,2021,5.2,630,443,2.8,"274,390",Combustion,5.2,630.0,443.0,2.8,274390
973,Ferrari,488 GTB,2022,3.9,661,561,3,"333,750",Combustion,3.9,661.0,561.0,3.0,333750
974,Audi,R8,2022,5.2,562,406,3.2,"142,700",Combustion,5.2,562.0,406.0,3.2,142700
975,McLaren,720S,2021,4,710,568,2.7,"298,000",Combustion,4.0,710.0,568.0,2.7,298000
976,BMW,M8,2022,4.4,617,553,3.1,"130,000",Combustion,4.4,617.0,553.0,3.1,130000
977,Mercedes-Benz,AMG GT,2021,4,523,494,3.8,"118,500",Combustion,4.0,523.0,494.0,3.8,118500
978,Chevrolet,Corvette,2021,6.2,490,465,2.8,"59,900",Combustion,6.2,490.0,465.0,2.8,59900
979,Ford,Mustang Shelby GT500,2022,5.2,760,625,3.5,"81,000",Combustion,5.2,760.0,625.0,3.5,81000
980,Nissan,GT-R Nismo,2021,3.8,600,481,2.5,"212,000",Combustion,3.8,600.0,481.0,2.5,212000
981,Dodge,Challenger SRT Hellcat,2021,6.2,717,656,3.5,"64,195",Combustion,6.2,717.0,656.0,3.5,64195
982,Aston Martin,Vantage,2021,4,503,505,3.6,"147,000",Combustion,4.0,503.0,505.0,3.6,147000
983,Bugatti,Chiron,2022,8,1500,1180,2.5,"3,900,000",Combustion,8.0,1500.0,1180.0,2.5,3900000
984,Koenigsegg,Jesko,2022,5,1280,1015,2.5,"3,000,000",Combustion,5.0,1280.0,1015.0,2.5,3000000
985,Pagani,Huayra,2021,6,764,740,2.8,"2,600,000",Combustion,6.0,764.0,740.0,2.8,2600000
986,Rimac,Nevera,2022,Electric,1914,1696,1.85,"2,400,000",Electric,,1914.0,1696.0,1.85,2400000
987,Lotus,Evija,2022,Electric,1973,1254,2.5,"2,000,000",Electric,,1973.0,1254.0,2.5,2000000
988,Pininfarina,Battista,2021,Electric,1872,1696,1.9,"2,500,000",Electric,,1872.0,1696.0,1.9,2500000
989,Maserati,MC20,2021,3,621,538,2.9,"210,000",Combustion,3.0,621.0,538.0,2.9,210000
990,Porsche,Cayman,2021,2,300,280,5.1,"59,900",Combustion,2.0,300.0,280.0,5.1,59900
991,Lamborghini,Aventador,2021,6.5,730,509,2.9,"393,695",Combustion,6.5,730.0,509.0,2.9,393695
992,Ferrari,SF90 Stradale,2021,4,986,590,2.5,"625,000",Combustion,4.0,986.0,590.0,2.5,625000
993,Audi,RS 5,2021,2.9,444,443,3.5,"75,100",Combustion,2.9,444.0,443.0,3.5,75100
994,McLaren,GT,2022,4,612,465,3.1,"210,000",Combustion,4.0,612.0,465.0,3.1,210000
995,BMW,M2,2021,3,405,406,4,"58,900",Combustion,3.0,405.0,406.0,4.0,58900
996,Mercedes-Benz,SLS AMG,2021,6.3,622,468,3.6,"254,500",Combustion,6.3,622.0,468.0,3.6,254500
997,Chevrolet,Camaro,2021,6.2,455,455,4,"25,000",Combustion,6.2,455.0,455.0,4.0,25000
998,Ford,Mustang,2021,2.3,310,350,5.3,"27,205",Combustion,2.3,310.0,350.0,5.3,27205
999,Nissan,370Z,2021,3.7,332,270,5.1,"30,090",Combustion,3.7,332.0,270.0,5.1,30090
1000,Aston Martin,Vantage,2021,4,503,505,3.6,"146,000",Combustion,4.0,503.0,505.0,3.6,146000
1001,Bugatti,Chiron,2021,8,1479,1180,2.4,"3,000,000",Combustion,8.0,1479.0,1180.0,2.4,3000000
1002,Koenigsegg,Jesko,2022,5,1280,1106,2.5,"3,000,000",Combustion,5.0,1280.0,1106.0,2.5,3000000
1003,Lotus,Evija,2021,Electric Motor,1972,1254,2,"2,000,000",Electric,,1972.0,1254.0,2.0,2000000
1004,McLaren,Senna,2021,4,789,590,2.7,"1,000,000",Combustion,4.0,789.0,590.0,2.7,1000000
1005,Pagani,Huayra,2021,6,764,738,3,"2,600,000",Combustion,6.0,764.0,738.0,3.0,2600000
1006,Rimac,Nevera,2021,Electric Motor,1888,1696,1.85,"2,400,000",Electric,,1888.0,1696.0,1.85,2400000
